Physics,Chemistry,Maths,Total,Category,Percentile,Rank
100,65,92,257,General,94.73,2777
81,83,91,255,OBC,94.73,2777
69,91,91,251,ST,94.73,2777
82,83,90,255,OBC,94.73,2777
70,86,99,255,OBC,94.73,2777
75,99,82,256,EWS,94.73,2777
91,72,93,256,General,94.6,2916
92,71,89,252,SC,94.6,2916
86,82,84,252,SC,94.6,2916
91,83,81,255,EWS,94.6,2916
77,88,85,250,ST,94.6,2916
90,81,85,256,General,94.6,2916
73,82,97,252,SC,94.6,2916
65,99,86,250,ST,94.6,2916
99,95,61,255,EWS,94.6,2916
97,80,77,254,OBC,94.6,2916
80,99,75,254,OBC,94.6,2916
89,73,90,252,SC,94.6,2916
99,72,83,254,OBC,94.6,2916
95,68,93,256,General,94.6,2916
97,59,98,254,OBC,94.6,2916
79,86,91,256,General,94.6,2916
81,93,82,256,General,94.6,2916
100,97,59,256,General,94.6,2916
91,70,95,256,General,94.6,2916
89,68,93,250,ST,94.6,2916
88,81,87,256,General,94.6,2916
89,98,67,254,OBC,94.6,2916
99,67,90,256,General,94.6,2916
66,99,90,255,EWS,94.6,2916
100,64,88,252,SC,94.6,2916
98,65,87,250,ST,94.6,2916
86,91,73,250,ST,94.6,2916
68,88,100,256,General,94.6,2916
86,89,79,254,OBC,94.6,2916
83,100,73,256,General,94.6,2916
97,65,94,256,General,94.6,2916
100,91,63,254,OBC,94.6,2916
95,74,83,252,SC,94.6,2916
69,92,95,256,General,94.6,2916
97,87,72,256,General,94.6,2916
94,92,64,250,ST,94.6,2916
87,93,76,256,General,94.6,2916
92,93,69,254,OBC,94.6,2916
98,70,88,256,General,94.6,2916
95,66,95,256,General,94.6,2916
74,96,86,256,General,94.6,2916
73,87,96,256,General,94.6,2916
68,98,90,256,General,94.6,2916
77,77,96,250,ST,94.6,2916
56,96,100,252,SC,94.6,2916
90,99,67,256,General,94.6,2916
92,88,76,256,General,94.6,2916
95,74,87,256,General,94.6,2916
87,76,91,254,OBC,94.6,2916
96,86,74,256,General,94.6,2916
86,92,76,254,OBC,94.6,2916
87,96,73,256,General,94.6,2916
79,86,91,256,General,94.6,2916
86,75,93,254,OBC,94.6,2916
81,95,78,254,OBC,94.6,2916
90,94,70,254,OBC,94.6,2916
73,83,98,254,OBC,94.6,2916
64,97,94,255,General,94.47,3058
94,62,97,253,OBC,94.47,3058
89,100,60,249,ST,94.47,3058
92,78,85,255,General,94.47,3058
63,91,99,253,OBC,94.47,3058
94,93,64,251,SC,94.47,3058
66,91,92,249,ST,94.47,3058
65,95,91,251,SC,94.47,3058
94,79,80,253,OBC,94.47,3058
72,84,97,253,OBC,94.47,3058
70,81,98,249,ST,94.47,3058
69,96,90,255,General,94.47,3058
85,68,100,253,OBC,94.47,3058
92,98,63,253,OBC,94.47,3058
68,95,91,254,EWS,94.47,3058
92,98,65,255,General,94.47,3058
74,79,98,251,SC,94.47,3058
80,98,75,253,OBC,94.47,3058
85,89,81,255,General,94.47,3058
97,65,89,251,SC,94.47,3058
61,97,97,255,General,94.47,3058
62,95,96,253,OBC,94.47,3058
94,96,59,249,ST,94.47,3058
84,94,77,255,General,94.47,3058
72,92,89,253,OBC,94.47,3058
95,90,70,255,General,94.47,3058
92,96,65,253,OBC,94.47,3058
80,83,92,255,General,94.47,3058
86,92,75,253,OBC,94.47,3058
92,82,81,255,General,94.47,3058
81,84,88,253,OBC,94.47,3058
72,98,85,255,General,94.47,3058
68,89,98,255,General,94.47,3058
94,74,85,253,OBC,94.47,3058
99,60,92,251,SC,94.47,3058
86,90,77,253,OBC,94.47,3058
92,86,75,253,OBC,94.47,3058
76,100,79,255,General,94.47,3058
87,91,75,253,OBC,94.47,3058
97,66,92,255,General,94.47,3058
70,99,85,254,EWS,94.47,3058
97,67,87,251,SC,94.47,3058
71,97,85,253,OBC,94.47,3058
95,93,63,251,SC,94.47,3058
86,79,88,253,OBC,94.47,3058
71,90,90,251,SC,94.47,3058
83,90,80,253,OBC,94.47,3058
95,63,97,255,General,94.47,3058
61,95,93,249,ST,94.47,3058
86,73,94,253,OBC,94.47,3058
78,95,82,255,General,94.47,3058
97,58,99,254,EWS,94.47,3058
62,97,94,253,OBC,94.47,3058
86,99,68,253,OBC,94.47,3058
68,93,90,251,SC,94.47,3058
76,96,83,255,General,94.47,3058
90,82,79,251,SC,94.47,3058
82,80,87,249,ST,94.47,3058
82,76,93,251,SC,94.47,3058
80,88,83,251,SC,94.47,3058
65,97,92,254,EWS,94.47,3058
87,62,100,249,ST,94.47,3058
88,67,98,253,OBC,94.47,3058
85,69,98,252,OBC,94.34,3203
95,61,98,254,General,94.34,3203
81,87,85,253,EWS,94.34,3203
70,90,94,254,General,94.34,3203
70,91,89,250,SC,94.34,3203
84,82,88,254,General,94.34,3203
87,87,80,254,General,94.34,3203
67,96,85,248,ST,94.34,3203
64,100,86,250,SC,94.34,3203
71,100,77,248,ST,94.34,3203
98,61,95,254,General,94.34,3203
79,97,72,248,ST,94.34,3203
80,84,90,254,General,94.34,3203
73,83,94,250,SC,94.34,3203
94,62,98,254,General,94.34,3203
76,87,91,254,General,94.34,3203
79,96,79,254,General,94.34,3203
78,100,72,250,SC,94.34,3203
91,70,93,254,General,94.34,3203
95,68,90,253,EWS,94.34,3203
82,100,66,248,ST,94.34,3203
83,86,85,254,General,94.34,3203
81,100,73,254,General,94.34,3203
91,70,92,253,EWS,94.34,3203
100,89,61,250,SC,94.34,3203
95,58,99,252,OBC,94.34,3203
81,81,86,248,ST,94.34,3203
98,74,80,252,OBC,94.34,3203
60,98,92,250,SC,94.34,3203
85,69,100,254,General,94.34,3203
81,85,88,254,General,94.34,3203
80,79,95,254,General,94.34,3203
77,96,81,254,General,94.34,3203
96,74,83,253,EWS,94.34,3203
88,78,82,248,ST,94.34,3203
99,93,62,254,General,94.34,3203
86,77,91,254,General,94.34,3203
93,60,99,252,OBC,94.34,3203
70,96,84,250,SC,94.34,3203
92,88,74,254,General,94.34,3203
93,97,64,254,General,94.34,3203
69,87,96,252,OBC,94.34,3203
91,72,85,248,ST,94.34,3203
95,79,78,252,OBC,94.34,3203
62,98,93,253,EWS,94.34,3203
85,86,82,253,EWS,94.34,3203
100,73,77,250,SC,94.34,3203
74,97,81,252,OBC,94.34,3203
87,67,96,250,SC,94.34,3203
79,94,81,254,General,94.34,3203
59,96,99,254,General,94.34,3203
62,96,90,248,ST,94.34,3203
87,70,97,254,General,94.34,3203
98,93,57,248,ST,94.34,3203
97,90,67,254,General,94.34,3203
93,80,81,254,General,94.34,3203
71,97,86,254,General,94.34,3203
96,90,66,252,OBC,94.34,3203
62,98,94,254,General,94.34,3203
73,78,97,248,ST,94.34,3203
91,89,73,253,EWS,94.34,3203
83,83,86,252,OBC,94.34,3203
74,84,93,251,OBC,94.21,3352
96,96,61,253,General,94.21,3352
62,89,98,249,SC,94.21,3352
82,85,86,253,General,94.21,3352
72,92,89,253,General,94.21,3352
85,79,85,249,SC,94.21,3352
96,97,60,253,General,94.21,3352
88,64,99,251,OBC,94.21,3352
89,76,86,251,OBC,94.21,3352
100,92,61,253,General,94.21,3352
71,97,83,251,OBC,94.21,3352
84,88,79,251,OBC,94.21,3352
81,75,97,253,General,94.21,3352
100,73,78,251,OBC,94.21,3352
84,78,90,252,EWS,94.21,3352
79,95,79,253,General,94.21,3352
89,65,95,249,SC,94.21,3352
62,93,98,253,General,94.21,3352
96,56,95,247,ST,94.21,3352
89,68,96,253,General,94.21,3352
52,100,100,252,EWS,94.21,3352
86,96,69,251,OBC,94.21,3352
88,82,79,249,SC,94.21,3352
88,68,97,253,General,94.21,3352
82,77,88,247,ST,94.21,3352
59,97,97,253,General,94.21,3352
97,94,56,247,ST,94.21,3352
87,89,77,253,General,94.21,3352
70,93,89,252,EWS,94.21,3352
76,79,96,251,OBC,94.21,3352
68,99,86,253,General,94.21,3352
85,91,77,253,General,94.21,3352
62,100,85,247,ST,94.21,3352
91,77,84,252,EWS,94.21,3352
96,61,92,249,SC,94.21,3352
59,97,93,249,SC,94.21,3352
69,82,98,249,SC,94.21,3352
90,87,76,253,General,94.21,3352
75,94,84,253,General,94.21,3352
70,93,90,253,General,94.21,3352
93,65,95,253,General,94.21,3352
80,87,86,253,General,94.21,3352
76,89,86,251,OBC,94.21,3352
88,89,75,252,EWS,94.21,3352
88,84,81,253,General,94.21,3352
83,86,78,247,ST,94.21,3352
82,78,89,249,SC,94.21,3352
90,79,84,253,General,94.21,3352
80,79,94,253,General,94.21,3352
97,58,92,247,ST,94.21,3352
73,81,99,253,General,94.21,3352
79,84,90,253,General,94.21,3352
91,62,98,251,OBC,94.21,3352
77,88,88,253,General,94.21,3352
88,78,87,253,General,94.21,3352
100,72,75,247,ST,94.21,3352
71,85,97,253,General,94.21,3352
52,99,96,247,ST,94.21,3352
70,90,93,253,General,94.21,3352
98,63,92,253,General,94.21,3352
78,75,100,253,General,94.21,3352
86,83,82,251,OBC,94.21,3352
95,100,58,253,General,94.21,3352
90,87,75,252,EWS,94.21,3352
93,63,96,252,EWS,94.21,3352
97,69,85,251,OBC,94.21,3352
89,65,97,251,EWS,94.08,3504
83,77,86,246,ST,94.08,3504
80,74,92,246,ST,94.08,3504
73,97,82,252,General,94.08,3504
75,80,97,252,General,94.08,3504
94,100,54,248,SC,94.08,3504
86,77,87,250,OBC,94.08,3504
92,91,68,251,EWS,94.08,3504
97,81,70,248,SC,94.08,3504
73,96,81,250,OBC,94.08,3504
82,64,100,246,ST,94.08,3504
99,100,49,248,SC,94.08,3504
93,75,84,252,General,94.08,3504
97,67,88,252,General,94.08,3504
55,95,98,248,SC,94.08,3504
100,59,91,250,OBC,94.08,3504
85,85,82,252,General,94.08,3504
84,88,80,252,General,94.08,3504
77,91,82,250,OBC,94.08,3504
96,86,70,252,General,94.08,3504
98,67,86,251,EWS,94.08,3504
74,85,91,250,OBC,94.08,3504
95,55,100,250,OBC,94.08,3504
96,95,59,250,OBC,94.08,3504
80,69,99,248,SC,94.08,3504
89,80,81,250,OBC,94.08,3504
64,91,96,251,EWS,94.08,3504
96,82,72,250,OBC,94.08,3504
83,86,83,252,General,94.08,3504
77,90,83,250,OBC,94.08,3504
74,97,79,250,OBC,94.08,3504
98,94,60,252,General,94.08,3504
99,93,56,248,SC,94.08,3504
72,86,94,252,General,94.08,3504
81,76,93,250,OBC,94.08,3504
76,80,94,250,OBC,94.08,3504
84,73,95,252,General,94.08,3504
86,79,87,252,General,94.08,3504
83,83,82,248,SC,94.08,3504
77,95,79,251,EWS,94.08,3504
94,68,90,252,General,94.08,3504
84,74,90,248,SC,94.08,3504
76,99,77,252,General,94.08,3504
51,100,100,251,EWS,94.08,3504
80,77,95,252,General,94.08,3504
91,60,99,250,OBC,94.08,3504
73,79,100,252,General,94.08,3504
79,87,84,250,OBC,94.08,3504
100,78,72,250,OBC,94.08,3504
84,66,98,248,SC,94.08,3504
87,97,66,250,OBC,94.08,3504
87,87,76,250,OBC,94.08,3504
66,88,97,251,EWS,94.08,3504
100,79,69,248,SC,94.08,3504
86,66,98,250,OBC,94.08,3504
83,77,90,250,OBC,94.08,3504
77,97,72,246,ST,94.08,3504
90,85,77,252,General,94.08,3504
58,91,98,247,SC,93.95,3660
89,80,80,249,OBC,93.95,3660
95,71,85,251,General,93.95,3660
98,58,95,251,General,93.95,3660
64,90,95,249,OBC,93.95,3660
84,74,89,247,SC,93.95,3660
84,69,96,249,OBC,93.95,3660
93,95,59,247,SC,93.95,3660
99,77,71,247,SC,93.95,3660
86,82,79,247,SC,93.95,3660
63,94,88,245,ST,93.95,3660
82,75,94,251,General,93.95,3660
70,85,96,251,General,93.95,3660
87,73,90,250,EWS,93.95,3660
90,83,78,251,General,93.95,3660
97,62,90,249,OBC,93.95,3660
85,65,99,249,OBC,93.95,3660
73,85,93,251,General,93.95,3660
93,78,78,249,OBC,93.95,3660
91,66,93,250,EWS,93.95,3660
61,98,92,251,General,93.95,3660
80,100,71,251,General,93.95,3660
95,83,73,251,General,93.95,3660
65,85,95,245,ST,93.95,3660
71,94,84,249,OBC,93.95,3660
94,64,93,251,General,93.95,3660
98,69,82,249,OBC,93.95,3660
71,87,89,247,SC,93.95,3660
63,91,97,251,General,93.95,3660
100,52,99,251,General,93.95,3660
75,92,80,247,SC,93.95,3660
85,75,87,247,SC,93.95,3660
72,81,98,251,General,93.95,3660
98,95,58,251,General,93.95,3660
98,74,75,247,SC,93.95,3660
91,68,88,247,SC,93.95,3660
83,89,77,249,OBC,93.95,3660
52,99,100,251,General,93.95,3660
64,94,87,245,ST,93.95,3660
90,63,98,251,General,93.95,3660
60,90,99,249,OBC,93.95,3660
92,93,62,247,SC,93.95,3660
59,91,97,247,SC,93.95,3660
93,59,93,245,ST,93.95,3660
83,96,70,249,OBC,93.95,3660
84,66,95,245,ST,93.95,3660
64,89,98,251,General,93.95,3660
98,91,60,249,OBC,93.95,3660
80,77,94,251,General,93.95,3660
89,87,75,251,General,93.95,3660
97,86,68,251,General,93.95,3660
96,59,95,250,EWS,93.95,3660
97,67,85,249,OBC,93.95,3660
86,77,87,250,EWS,93.95,3660
63,88,100,251,General,93.95,3660
77,83,89,249,OBC,93.95,3660
91,78,76,245,ST,93.95,3660
89,77,85,251,General,93.95,3660
81,73,97,251,General,93.95,3660
90,64,97,251,General,93.95,3660
91,60,94,245,ST,93.95,3660
69,79,99,247,SC,93.95,3660
96,57,92,245,ST,93.95,3660
69,86,90,245,ST,93.95,3660
80,72,95,247,SC,93.95,3660
91,76,84,251,General,93.95,3660
95,84,72,251,General,93.95,3660
81,85,81,247,SC,93.95,3660
82,99,69,250,EWS,93.95,3660
91,67,93,251,General,93.95,3660
55,93,97,245,ST,93.95,3660
93,99,59,251,General,93.95,3660
76,88,81,245,ST,93.95,3660
97,96,56,249,OBC,93.95,3660
93,68,88,249,OBC,93.95,3660
96,71,80,247,SC,93.95,3660
90,93,62,245,ST,93.95,3660
81,71,95,247,SC,93.95,3660
78,71,100,249,OBC,93.95,3660
91,74,85,250,EWS,93.95,3660
99,63,89,251,General,93.95,3660
80,73,97,250,General,93.82,3819
95,73,82,250,General,93.82,3819
73,81,96,250,General,93.82,3819
90,71,89,250,General,93.82,3819
98,63,87,248,OBC,93.82,3819
78,95,77,250,General,93.82,3819
78,76,94,248,OBC,93.82,3819
93,96,60,249,EWS,93.82,3819
87,86,77,250,General,93.82,3819
59,97,94,250,General,93.82,3819
100,73,77,250,General,93.82,3819
73,89,88,250,General,93.82,3819
88,67,93,248,OBC,93.82,3819
100,55,93,248,OBC,93.82,3819
57,94,99,250,General,93.82,3819
95,79,76,250,General,93.82,3819
91,90,69,250,General,93.82,3819
83,98,69,250,General,93.82,3819
55,96,99,250,General,93.82,3819
70,84,96,250,General,93.82,3819
70,92,87,249,EWS,93.82,3819
94,94,62,250,General,93.82,3819
61,93,96,250,General,93.82,3819
77,91,80,248,OBC,93.82,3819
94,81,75,250,General,93.82,3819
57,97,96,250,General,93.82,3819
94,98,58,250,General,93.82,3819
68,80,98,246,SC,93.82,3819
84,65,100,249,EWS,93.82,3819
67,88,91,246,SC,93.82,3819
77,95,78,250,General,93.82,3819
90,88,70,248,OBC,93.82,3819
68,90,92,250,General,93.82,3819
97,83,70,250,General,93.82,3819
74,97,78,249,EWS,93.82,3819
83,76,91,250,General,93.82,3819
71,86,92,249,EWS,93.82,3819
60,94,96,250,General,93.82,3819
81,93,76,250,General,93.82,3819
97,99,52,248,OBC,93.82,3819
97,96,53,246,SC,93.82,3819
57,92,100,249,EWS,93.82,3819
91,63,96,250,General,93.82,3819
59,94,96,249,EWS,93.82,3819
92,92,66,250,General,93.82,3819
66,86,98,250,General,93.82,3819
72,80,98,250,General,93.82,3819
84,79,87,250,General,93.82,3819
52,94,98,244,ST,93.82,3819
98,67,81,246,SC,93.82,3819
92,65,93,250,General,93.82,3819
51,100,99,250,General,93.82,3819
87,86,73,246,SC,93.82,3819
91,86,73,250,General,93.82,3819
84,60,100,244,ST,93.82,3819
77,94,77,248,EWS,93.69,3981
92,82,73,247,OBC,93.69,3981
96,98,55,249,General,93.69,3981
83,96,68,247,OBC,93.69,3981
83,99,63,245,SC,93.69,3981
95,96,58,249,General,93.69,3981
82,79,84,245,SC,93.69,3981
85,82,82,249,General,93.69,3981
77,81,91,249,General,93.69,3981
68,96,83,247,OBC,93.69,3981
75,92,82,249,General,93.69,3981
80,87,80,247,OBC,93.69,3981
91,84,74,249,General,93.69,3981
97,63,83,243,ST,93.69,3981
96,79,70,245,SC,93.69,3981
90,75,83,248,EWS,93.69,3981
99,64,86,249,General,93.69,3981
79,87,82,248,EWS,93.69,3981
71,81,97,249,General,93.69,3981
86,69,94,249,General,93.69,3981
84,67,98,249,General,93.69,3981
94,64,91,249,General,93.69,3981
97,87,61,245,SC,93.69,3981
67,88,94,249,General,93.69,3981
93,97,59,249,General,93.69,3981
90,83,74,247,OBC,93.69,3981
95,97,55,247,OBC,93.69,3981
52,96,100,248,EWS,93.69,3981
77,81,91,249,General,93.69,3981
74,72,97,243,ST,93.69,3981
99,81,65,245,SC,93.69,3981
94,70,85,249,General,93.69,3981
60,100,85,245,SC,93.69,3981
98,74,77,249,General,93.69,3981
89,69,89,247,OBC,93.69,3981
66,81,98,245,SC,93.69,3981
97,90,60,247,OBC,93.69,3981
94,92,61,247,OBC,93.69,3981
53,98,97,248,EWS,93.69,3981
93,99,55,247,OBC,93.69,3981
99,60,84,243,ST,93.69,3981
77,86,86,249,General,93.69,3981
84,66,99,249,General,93.69,3981
71,94,84,249,General,93.69,3981
89,71,87,247,OBC,93.69,3981
79,87,83,249,General,93.69,3981
94,69,84,247,OBC,93.69,3981
91,86,72,249,General,93.69,3981
79,91,79,249,General,93.69,3981
97,55,97,249,General,93.69,3981
75,74,98,247,OBC,93.69,3981
83,76,89,248,EWS,93.69,3981
91,89,69,249,General,93.69,3981
95,60,92,247,OBC,93.69,3981
65,96,86,247,OBC,93.69,3981
67,89,93,249,General,93.69,3981
78,77,92,247,OBC,93.69,3981
83,69,96,248,EWS,93.69,3981
59,94,92,245,SC,93.69,3981
61,93,95,249,General,93.69,3981
92,74,83,249,General,93.69,3981
68,80,97,245,SC,93.69,3981
61,88,98,247,OBC,93.69,3981
98,92,57,247,OBC,93.69,3981
100,58,89,247,OBC,93.69,3981
98,70,81,249,General,93.69,3981
89,83,77,249,General,93.69,3981
59,98,92,249,General,93.69,3981
76,89,83,248,General,93.55,4160
79,89,80,248,General,93.55,4160
94,94,59,247,EWS,93.55,4160
91,80,73,244,SC,93.55,4160
74,96,78,248,General,93.55,4160
66,90,90,246,OBC,93.55,4160
77,72,93,242,ST,93.55,4160
94,70,80,244,SC,93.55,4160
68,87,93,248,General,93.55,4160
78,87,81,246,OBC,93.55,4160
95,53,98,246,OBC,93.55,4160
87,75,84,246,OBC,93.55,4160
66,91,85,242,ST,93.55,4160
77,84,86,247,EWS,93.55,4160
59,88,99,246,OBC,93.55,4160
89,85,73,247,EWS,93.55,4160
92,69,85,246,OBC,93.55,4160
74,73,99,246,OBC,93.55,4160
93,69,80,242,ST,93.55,4160
92,60,92,244,SC,93.55,4160
82,68,92,242,ST,93.55,4160
81,70,97,248,General,93.55,4160
75,97,74,246,OBC,93.55,4160
93,60,93,246,OBC,93.55,4160
79,90,73,242,ST,93.55,4160
99,89,60,248,General,93.55,4160
76,77,93,246,OBC,93.55,4160
91,97,56,244,SC,93.55,4160
72,78,96,246,OBC,93.55,4160
95,97,56,248,General,93.55,4160
70,86,92,248,General,93.55,4160
57,94,93,244,SC,93.55,4160
86,92,70,248,General,93.55,4160
79,65,98,242,ST,93.55,4160
61,95,88,244,SC,93.55,4160
73,73,100,246,OBC,93.55,4160
94,88,66,248,General,93.55,4160
70,90,87,247,EWS,93.55,4160
94,49,99,242,ST,93.55,4160
80,75,91,246,OBC,93.55,4160
100,96,48,244,SC,93.55,4160
98,53,97,248,General,93.55,4160
90,99,58,247,EWS,93.55,4160
92,95,61,248,General,93.55,4160
79,71,96,246,OBC,93.55,4160
64,87,97,248,General,93.55,4160
73,91,84,248,General,93.55,4160
66,99,79,244,SC,93.55,4160
94,97,53,244,SC,93.55,4160
79,67,100,246,OBC,93.55,4160
77,88,81,246,OBC,93.55,4160
90,75,82,247,EWS,93.55,4160
74,87,85,246,OBC,93.55,4160
82,84,82,248,General,93.55,4160
96,60,92,248,General,93.55,4160
85,64,98,247,EWS,93.55,4160
68,87,93,248,General,93.55,4160
67,82,99,248,General,93.55,4160
86,78,84,248,General,93.55,4160
98,72,74,244,SC,93.55,4160
71,98,79,248,General,93.55,4160
47,98,97,242,ST,93.55,4160
78,100,68,246,OBC,93.55,4160
87,82,79,248,General,93.55,4160
85,95,62,242,ST,93.55,4160
59,96,92,247,EWS,93.55,4160
100,53,93,246,OBC,93.55,4160
78,80,88,246,OBC,93.55,4160
81,92,73,246,OBC,93.55,4160
96,54,92,242,ST,93.55,4160
88,100,59,247,EWS,93.55,4160
69,94,83,246,OBC,93.55,4160
56,88,99,243,SC,93.42,4329
54,95,97,246,EWS,93.42,4329
74,79,92,245,OBC,93.42,4329
60,90,97,247,General,93.42,4329
88,90,69,247,General,93.42,4329
74,81,92,247,General,93.42,4329
96,78,73,247,General,93.42,4329
92,94,60,246,EWS,93.42,4329
95,55,95,245,OBC,93.42,4329
82,79,84,245,OBC,93.42,4329
91,95,61,247,General,93.42,4329
72,100,73,245,OBC,93.42,4329
70,90,87,247,General,93.42,4329
70,95,80,245,OBC,93.42,4329
96,49,100,245,OBC,93.42,4329
99,99,45,243,SC,93.42,4329
97,50,100,247,General,93.42,4329
57,90,98,245,OBC,93.42,4329
72,99,75,246,EWS,93.42,4329
76,85,84,245,OBC,93.42,4329
84,64,97,245,OBC,93.42,4329
53,93,97,243,SC,93.42,4329
91,79,73,243,SC,93.42,4329
69,85,93,247,General,93.42,4329
78,90,73,241,ST,93.42,4329
76,93,77,246,EWS,93.42,4329
79,83,83,245,OBC,93.42,4329
72,75,98,245,OBC,93.42,4329
84,83,80,247,General,93.42,4329
73,94,74,241,ST,93.42,4329
82,89,72,243,SC,93.42,4329
86,91,70,247,General,93.42,4329
100,63,84,247,General,93.42,4329
84,78,85,247,General,93.42,4329
66,87,88,241,ST,93.42,4329
65,93,89,247,General,93.42,4329
96,96,51,243,SC,93.42,4329
92,74,79,245,OBC,93.42,4329
91,71,83,245,OBC,93.42,4329
70,80,95,245,OBC,93.42,4329
79,71,91,241,ST,93.42,4329
100,75,70,245,OBC,93.42,4329
100,61,86,247,General,93.42,4329
87,82,76,245,OBC,93.42,4329
90,95,58,243,SC,93.42,4329
94,99,54,247,General,93.42,4329
94,90,61,245,OBC,93.42,4329
59,89,98,246,EWS,93.42,4329
100,98,45,243,SC,93.42,4329
97,74,76,247,General,93.42,4329
56,91,98,245,OBC,93.42,4329
99,55,91,245,OBC,93.42,4329
73,95,73,241,ST,93.42,4329
93,100,54,247,General,93.42,4329
70,95,82,247,General,93.42,4329
59,88,98,245,OBC,93.42,4329
99,85,63,247,General,93.42,4329
84,85,76,245,OBC,93.42,4329
48,96,100,244,OBC,93.29,4502
94,95,53,242,SC,93.29,4502
74,98,74,246,General,93.29,4502
100,63,83,246,General,93.29,4502
66,83,97,246,General,93.29,4502
94,86,64,244,OBC,93.29,4502
82,67,95,244,OBC,93.29,4502
88,63,91,242,SC,93.29,4502
81,69,94,244,OBC,93.29,4502
84,62,94,240,ST,93.29,4502
66,98,82,246,General,93.29,4502
86,67,93,246,General,93.29,4502
76,76,92,244,OBC,93.29,4502
96,61,88,245,EWS,93.29,4502
84,66,96,246,General,93.29,4502
72,81,93,246,General,93.29,4502
75,86,85,246,General,93.29,4502
97,95,54,246,General,93.29,4502
85,69,92,246,General,93.29,4502
84,96,66,246,General,93.29,4502
80,99,67,246,General,93.29,4502
76,86,84,246,General,93.29,4502
77,100,69,246,General,93.29,4502
86,73,86,245,EWS,93.29,4502
88,56,100,244,OBC,93.29,4502
69,83,90,242,SC,93.29,4502
94,60,92,246,General,93.29,4502
61,93,86,240,ST,93.29,4502
90,84,72,246,General,93.29,4502
91,80,75,246,General,93.29,4502
80,87,79,246,General,93.29,4502
80,89,77,246,General,93.29,4502
88,70,88,246,General,93.29,4502
73,97,76,246,General,93.29,4502
61,88,97,246,General,93.29,4502
76,89,79,244,OBC,93.29,4502
74,79,92,245,EWS,93.29,4502
68,80,98,246,General,93.29,4502
86,100,60,246,General,93.29,4502
95,65,85,245,EWS,93.29,4502
73,74,97,244,OBC,93.29,4502
89,94,61,244,OBC,93.29,4502
89,85,72,246,General,93.29,4502
49,100,96,245,EWS,93.29,4502
80,99,65,244,OBC,93.29,4502
68,97,77,242,SC,93.29,4502
71,78,96,245,EWS,93.29,4502
59,93,93,245,EWS,93.29,4502
84,65,95,244,OBC,93.29,4502
82,78,84,244,OBC,93.29,4502
48,94,100,242,SC,93.29,4502
69,97,80,246,General,93.29,4502
83,74,87,244,OBC,93.29,4502
86,63,93,242,SC,93.29,4502
57,87,100,244,OBC,93.29,4502
99,80,67,246,General,93.29,4502
68,84,94,246,General,93.29,4502
65,95,86,246,General,93.29,4502
52,97,97,246,General,93.29,4502
74,97,71,242,SC,93.29,4502
95,58,93,246,General,93.29,4502
97,47,100,244,OBC,93.29,4502
78,71,93,242,SC,93.29,4502
85,67,92,244,OBC,93.29,4502
94,77,74,245,EWS,93.29,4502
86,99,59,244,OBC,93.29,4502
88,90,68,246,General,93.29,4502
94,67,85,246,General,93.29,4502
84,85,75,244,OBC,93.29,4502
74,92,78,244,OBC,93.29,4502
91,99,50,240,ST,93.29,4502
86,84,76,246,General,93.29,4502
80,65,95,240,ST,93.29,4502
70,91,83,244,OBC,93.29,4502
86,99,57,242,SC,93.29,4502
84,66,92,242,SC,93.29,4502
79,90,75,244,OBC,93.29,4502
85,70,90,245,EWS,93.29,4502
45,95,100,240,ST,93.29,4502
85,82,76,243,OBC,93.16,4678
99,57,87,243,OBC,93.16,4678
67,81,95,243,OBC,93.16,4678
84,74,85,243,OBC,93.16,4678
74,84,85,243,OBC,93.16,4678
68,80,97,245,General,93.16,4678
89,74,80,243,OBC,93.16,4678
93,85,66,244,EWS,93.16,4678
83,73,87,243,OBC,93.16,4678
64,83,96,243,OBC,93.16,4678
72,84,87,243,OBC,93.16,4678
66,79,98,243,OBC,93.16,4678
62,88,89,239,ST,93.16,4678
100,40,99,239,ST,93.16,4678
59,91,91,241,SC,93.16,4678
89,55,95,239,ST,93.16,4678
80,64,99,243,OBC,93.16,4678
91,94,60,245,General,93.16,4678
53,96,95,244,EWS,93.16,4678
80,68,95,243,OBC,93.16,4678
91,71,77,239,ST,93.16,4678
68,99,76,243,OBC,93.16,4678
59,99,87,245,General,93.16,4678
83,98,64,245,General,93.16,4678
90,80,73,243,OBC,93.16,4678
90,59,94,243,OBC,93.16,4678
70,80,91,241,SC,93.16,4678
90,83,70,243,OBC,93.16,4678
84,64,93,241,SC,93.16,4678
88,80,77,245,General,93.16,4678
79,85,79,243,OBC,93.16,4678
94,94,56,244,EWS,93.16,4678
96,49,94,239,ST,93.16,4678
90,95,54,239,ST,93.16,4678
77,96,72,245,General,93.16,4678
82,95,64,241,SC,93.16,4678
